"id_supplier","supplier_name","supplier_description","date_signed_contract","supplier_int","supplier_float"
4261,"Постачальник №4261","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2023-07-30,1873,0.53
4262,"Постачальник №4262","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2017-11-05,1040,2.34
4263,"Постачальник №4263","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-12-28,1254,0.6
4264,"Постачальник №4264","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2021-11-04,485,2.89
4265,"Постачальник №4265","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2016-01-30,1794,1.37
4266,"Постачальник №4266","Постачальник товарів люкс-класу.",2023-08-16,1863,0.6
4267,"Постачальник №4267","Відомий постачальник зоотоварів широкого використання.",2010-03-02,1344,0.59
4268,"Постачальник №4268","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-11-03,543,0.23
4269,"Постачальник №4269","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-02-26,1083,1.1
4270,"Постачальник №4270","Відомий постачальник зоотоварів широкого використання.",2013-10-28,686,0.9
4271,"Постачальник №4271","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2014-05-26,955,1.19
4272,"Постачальник №4272","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-06-26,761,1.06
4273,"Постачальник №4273","Відомий постачальник зоотоварів широкого використання.",2013-04-30,1423,0.96
4274,"Постачальник №4274","Відомий постачальник зоотоварів широкого використання.",2018-11-21,1168,1.53
4275,"Постачальник №4275","Відомий постачальник зоотоварів широкого використання.",2016-08-21,222,0.78
4276,"Постачальник №4276","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-07-05,295,0.07
4277,"Постачальник №4277","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-10-31,636,2.28
4278,"Постачальник №4278","Відомий постачальник зоотоварів широкого використання.",2011-01-14,612,0.34
4279,"Постачальник №4279","Відомий постачальник зоотоварів широкого використання.",2018-10-05,1312,0.35
4280,"Постачальник №4280","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-05-13,1732,0.63
4281,"Постачальник №4281","Відомий постачальник зоотоварів широкого використання.",2022-07-07,586,1.68
4282,"Постачальник №4282","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-07-20,1034,1.21
4283,"Постачальник №4283","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-10-16,1857,0.62
4284,"Постачальник №4284","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-09-16,505,0.56
4285,"Постачальник №4285","Відомий постачальник зоотоварів широкого використання.",2015-05-23,1966,0.57
4286,"Постачальник №4286","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-03-29,733,1.54
4287,"Постачальник №4287","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-11-16,1636,0.75
4288,"Постачальник №4288","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-10-11,296,0.02
4289,"Постачальник №4289","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-08-27,331,0.39
4290,"Постачальник №4290","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2014-04-22,1798,2.32
4291,"Постачальник №4291","Постачальник товарів люкс-класу.",2021-07-21,1841,0.62
4292,"Постачальник №4292","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2017-03-30,1164,1.73
4293,"Постачальник №4293","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-09-13,311,0.73
4294,"Постачальник №4294","Відомий постачальник зоотоварів широкого використання.",2019-04-16,1565,1.75
4295,"Постачальник №4295","Постачальник товарів люкс-класу.",2019-10-11,769,0.89
4296,"Постачальник №4296","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-09-01,1219,1.63
4297,"Постачальник №4297","Відомий постачальник зоотоварів широкого використання.",2014-09-10,966,1.34
4298,"Постачальник №4298","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-05-23,760,0.61
4299,"Постачальник №4299","Відомий постачальник зоотоварів широкого використання.",2018-04-04,732,0.06
4300,"Постачальник №4300","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2021-11-27,1026,0.85
4301,"Постачальник №4301","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2012-03-14,1736,1.43
4302,"Постачальник №4302","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-05-05,735,0.91
4303,"Постачальник №4303","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-03-16,1006,0.38
4304,"Постачальник №4304","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-02-15,1716,0.55
4305,"Постачальник №4305","Відомий постачальник зоотоварів широкого використання.",2012-02-29,1841,0.14
4306,"Постачальник №4306","Постачальник товарів люкс-класу.",2020-10-15,1856,1.71
4307,"Постачальник №4307","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-05-28,1510,0.05
4308,"Постачальник №4308","Відомий постачальник зоотоварів широкого використання.",2019-12-06,676,0.81
4309,"Постачальник №4309","Постачальник товарів люкс-класу.",2015-05-06,1272,0.94
4310,"Постачальник №4310","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2021-08-08,583,0.04
4311,"Постачальник №4311","Постачальник товарів люкс-класу.",2012-10-29,90,2
4312,"Постачальник №4312","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-04-21,1215,0.14
4313,"Постачальник №4313","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-06-16,1725,1.49
4314,"Постачальник №4314","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2023-03-28,506,0.13
4315,"Постачальник №4315","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-02-27,1714,0.24
4316,"Постачальник №4316","Відомий постачальник зоотоварів широкого використання.",2014-12-17,885,0.97
4317,"Постачальник №4317","Відомий постачальник зоотоварів широкого використання.",2020-11-23,242,0.64
4318,"Постачальник №4318","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2021-06-28,1236,0.66
4319,"Постачальник №4319","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-10-30,272,1.97
4320,"Постачальник №4320","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-12-24,408,0.62
4321,"Постачальник №4321","Відомий постачальник зоотоварів широкого використання.",2012-05-16,1921,1.09
4322,"Постачальник №4322","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-11-09,390,0.23
4323,"Постачальник №4323","Відомий постачальник зоотоварів широкого використання.",2013-10-22,1224,1.48
4324,"Постачальник №4324","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2014-01-03,707,0.41
4325,"Постачальник №4325","Відомий постачальник зоотоварів широкого використання.",2018-10-03,1862,1
4326,"Постачальник №4326","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2011-10-31,123,0.23
4327,"Постачальник №4327","Постачальник товарів люкс-класу.",2011-01-02,1680,0.69
4328,"Постачальник №4328","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-07-02,34,1.49
4329,"Постачальник №4329","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-08-15,1294,1.64
4330,"Постачальник №4330","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2021-03-25,1083,0.05
4331,"Постачальник №4331","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2023-01-03,1734,0.48
4332,"Постачальник №4332","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-02-05,1815,2.34
4333,"Постачальник №4333","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-09-14,981,1.71
4334,"Постачальник №4334","Відомий постачальник зоотоварів широкого використання.",2023-07-30,129,0.31
4335,"Постачальник №4335","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-04-18,726,0.89
4336,"Постачальник №4336","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-10-12,1604,0.38
4337,"Постачальник №4337","Постачальник товарів люкс-класу.",2014-07-18,1947,1.2
4338,"Постачальник №4338","Постачальник товарів люкс-класу.",2011-08-01,1579,0.61
4339,"Постачальник №4339","Постачальник товарів люкс-класу.",2015-07-29,862,0.17
4340,"Постачальник №4340","Відомий постачальник зоотоварів широкого використання.",2019-05-19,542,1.35
4341,"Постачальник №4341","Постачальник товарів люкс-класу.",2010-11-03,1730,0.08
4342,"Постачальник №4342","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-07-17,916,0.03
4343,"Постачальник №4343","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-04-19,1044,0.9
4344,"Постачальник №4344","Постачальник товарів люкс-класу.",2014-09-25,320,0.07
4345,"Постачальник №4345","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2019-03-29,1025,0.64
4346,"Постачальник №4346","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2017-07-09,1568,1.8
4347,"Постачальник №4347","Відомий постачальник зоотоварів широкого використання.",2019-04-15,842,0.97
4348,"Постачальник №4348","Постачальник товарів люкс-класу.",2017-01-20,1516,0.24
4349,"Постачальник №4349","Відомий постачальник зоотоварів широкого використання.",2018-09-22,1894,0.16
4350,"Постачальник №4350","Відомий постачальник зоотоварів широкого використання.",2013-11-03,1721,1.07
4351,"Постачальник №4351","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-10-09,846,0.04
4352,"Постачальник №4352","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2020-01-25,1345,0.13
4353,"Постачальник №4353","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-05-06,1266,1.11
4354,"Постачальник №4354","Відомий постачальник зоотоварів широкого використання.",2013-11-21,1447,2.42
4355,"Постачальник №4355","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-07-27,1675,0.09
4356,"Постачальник №4356","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-04-19,1014,1.18
4357,"Постачальник №4357","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-09-02,423,0.49
4358,"Постачальник №4358","Постачальник товарів люкс-класу.",2013-08-08,1309,0.08
4359,"Постачальник №4359","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2017-07-16,942,1.92
4360,"Постачальник №4360","Постачальник товарів люкс-класу.",2017-04-10,1243,0.97
4361,"Постачальник №4361","Постачальник товарів люкс-класу.",2010-07-01,754,0.56
4362,"Постачальник №4362","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-09-08,1981,1.11
4363,"Постачальник №4363","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-05-15,69,1.16
4364,"Постачальник №4364","Постачальник товарів люкс-класу.",2019-01-01,214,0.41
4365,"Постачальник №4365","Відомий постачальник зоотоварів широкого використання.",2018-11-08,954,0.95
4366,"Постачальник №4366","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2021-09-15,1198,0.92
4367,"Постачальник №4367","Постачальник товарів люкс-класу.",2020-03-20,812,0.12
4368,"Постачальник №4368","Відомий постачальник зоотоварів широкого використання.",2012-02-29,552,0.2
4369,"Постачальник №4369","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-03-28,1184,0.79
4370,"Постачальник №4370","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-08-31,583,0.04
4371,"Постачальник №4371","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-02-12,214,0.17
4372,"Постачальник №4372","Відомий постачальник зоотоварів широкого використання.",2019-02-05,1380,0.58
4373,"Постачальник №4373","Відомий постачальник зоотоварів широкого використання.",2014-05-19,1377,0.89
4374,"Постачальник №4374","Постачальник товарів люкс-класу.",2012-12-29,1954,1.14
4375,"Постачальник №4375","Постачальник товарів люкс-класу.",2016-06-21,1,0.02
4376,"Постачальник №4376","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-01-06,741,3.27
4377,"Постачальник №4377","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-07-22,1803,0
4378,"Постачальник №4378","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2016-06-24,1192,2.92
4379,"Постачальник №4379","Постачальник товарів люкс-класу.",2012-07-06,1072,0.13
4380,"Постачальник №4380","Постачальник товарів люкс-класу.",2017-02-18,1933,1.57
4381,"Постачальник №4381","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-06-08,1553,1.42
4382,"Постачальник №4382","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-03-18,1902,0.87
4383,"Постачальник №4383","Постачальник товарів люкс-класу.",2012-02-12,139,1.48
4384,"Постачальник №4384","Постачальник товарів люкс-класу.",2022-06-05,1472,1.7
4385,"Постачальник №4385","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2011-07-22,241,0.4
4386,"Постачальник №4386","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2014-11-21,1594,0.31
4387,"Постачальник №4387","Постачальник товарів люкс-класу.",2019-02-03,1738,0.54
4388,"Постачальник №4388","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-04-30,1842,0.68
4389,"Постачальник №4389","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2023-05-13,1166,0.72
4390,"Постачальник №4390","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-11-08,1804,0.87
4391,"Постачальник №4391","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-06-19,224,0.54
4392,"Постачальник №4392","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-01-27,256,0.62
4393,"Постачальник №4393","Постачальник товарів люкс-класу.",2015-04-08,1993,0.53
4394,"Постачальник №4394","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-12-18,132,0.77
4395,"Постачальник №4395","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2021-04-15,1273,1.6
4396,"Постачальник №4396","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-03-26,1905,2.45
4397,"Постачальник №4397","Відомий постачальник зоотоварів широкого використання.",2020-06-28,315,0.5
4398,"Постачальник №4398","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-08-21,636,0.32
4399,"Постачальник №4399","Відомий постачальник зоотоварів широкого використання.",2014-03-20,43,0.27
4400,"Постачальник №4400","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-06-27,27,1.64
4401,"Постачальник №4401","Відомий постачальник зоотоварів широкого використання.",2023-07-09,1252,0.03
4402,"Постачальник №4402","Відомий постачальник зоотоварів широкого використання.",2022-11-03,745,0.78
4403,"Постачальник №4403","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2013-07-27,818,0.36
4404,"Постачальник №4404","Постачальник товарів люкс-класу.",2022-08-18,1265,1.11
4405,"Постачальник №4405","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-11-17,1868,3.45
4406,"Постачальник №4406","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2022-09-28,1289,0.78
4407,"Постачальник №4407","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-09-30,1424,0.28
4408,"Постачальник №4408","Відомий постачальник зоотоварів широкого використання.",2011-10-17,638,1.23
4409,"Постачальник №4409","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2014-04-10,796,0.33
4410,"Постачальник №4410","Постачальник товарів люкс-класу.",2011-08-28,1884,2.13
4411,"Постачальник №4411","Постачальник товарів люкс-класу.",2012-05-21,380,0.39
4412,"Постачальник №4412","Постачальник товарів люкс-класу.",2020-03-18,77,0.61
4413,"Постачальник №4413","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2019-06-09,967,0.94
4414,"Постачальник №4414","Відомий постачальник зоотоварів широкого використання.",2022-12-19,1398,1.54
4415,"Постачальник №4415","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-11-04,1539,0.47
4416,"Постачальник №4416","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2014-04-28,471,0.72
4417,"Постачальник №4417","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-08-17,1019,0.23
4418,"Постачальник №4418","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-05-06,1548,0.39
4419,"Постачальник №4419","Постачальник товарів люкс-класу.",2012-06-28,344,0.51
4420,"Постачальник №4420","Відомий постачальник зоотоварів широкого використання.",2016-07-12,1812,0.81
4421,"Постачальник №4421","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-05-02,1936,0.46
4422,"Постачальник №4422","Відомий постачальник зоотоварів широкого використання.",2018-11-04,1057,1.58
4423,"Постачальник №4423","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-02-26,1963,1.26
4424,"Постачальник №4424","Відомий постачальник зоотоварів широкого використання.",2016-12-04,705,0.3
4425,"Постачальник №4425","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-09-06,1785,0.33
4426,"Постачальник №4426","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-12-29,1716,0.42
4427,"Постачальник №4427","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2010-12-10,1253,0.9
4428,"Постачальник №4428","Відомий постачальник зоотоварів широкого використання.",2015-11-06,912,0.39
4429,"Постачальник №4429","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2019-06-23,803,0.61
4430,"Постачальник №4430","Відомий постачальник зоотоварів широкого використання.",2016-09-24,783,0.64
4431,"Постачальник №4431","Відомий постачальник зоотоварів широкого використання.",2017-04-02,1753,0.23
4432,"Постачальник №4432","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2011-09-16,1832,0.72
4433,"Постачальник №4433","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2015-04-26,765,0.06
4434,"Постачальник №4434","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-04-28,1553,1.01
4435,"Постачальник №4435","Постачальник товарів люкс-класу.",2019-02-23,1814,0.43
4436,"Постачальник №4436","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2015-11-01,1253,0.19
4437,"Постачальник №4437","Відомий постачальник зоотоварів широкого використання.",2015-05-13,926,0.03
4438,"Постачальник №4438","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-08-31,1705,1.07
4439,"Постачальник №4439","Постачальник товарів люкс-класу.",2019-04-28,362,1.2
4440,"Постачальник №4440","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2023-04-19,525,1.16
4441,"Постачальник №4441","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-06-22,1593,1.31
4442,"Постачальник №4442","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2022-12-18,1637,1.07
4443,"Постачальник №4443","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2020-05-02,1281,0.98
4444,"Постачальник №4444","Відомий постачальник зоотоварів широкого використання.",2015-03-06,692,0.86
4445,"Постачальник №4445","Відомий постачальник зоотоварів широкого використання.",2016-01-04,1740,0.08
4446,"Постачальник №4446","Відомий постачальник зоотоварів широкого використання.",2011-08-29,1268,1.85
4447,"Постачальник №4447","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2018-07-01,287,1.5
4448,"Постачальник №4448","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-05-25,1773,2.49
4449,"Постачальник №4449","Постачальник товарів люкс-класу.",2022-02-04,1984,0.69
4450,"Постачальник №4450","Постачальник товарів люкс-класу.",2015-12-18,990,1.52
4451,"Постачальник №4451","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-12-11,1442,0.57
4452,"Постачальник №4452","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2021-12-24,1066,0.09
4453,"Постачальник №4453","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-12-10,1662,0.33
4454,"Постачальник №4454","Відомий постачальник зоотоварів широкого використання.",2014-09-14,1285,0.58
4455,"Постачальник №4455","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2017-04-11,643,0.16
4456,"Постачальник №4456","Відомий постачальник зоотоварів широкого використання.",2016-04-12,1925,0.27
4457,"Постачальник №4457","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2019-11-01,109,0.86
4458,"Постачальник №4458","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-12-14,845,2.07
4459,"Постачальник №4459","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2018-12-28,719,0.93
4460,"Постачальник №4460","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-11-01,1286,1.9
4461,"Постачальник №4461","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-03-20,193,0.64
4462,"Постачальник №4462","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2022-04-10,74,1.87
4463,"Постачальник №4463","Відомий постачальник зоотоварів широкого використання.",2023-04-11,1207,1.15
4464,"Постачальник №4464","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2015-05-02,882,0.89
4465,"Постачальник №4465","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2010-01-09,1689,0.88
4466,"Постачальник №4466","Постачальник товарів люкс-класу.",2011-07-13,43,0.79
4467,"Постачальник №4467","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2013-07-03,1556,0.03
4468,"Постачальник №4468","Постачальник товарів люкс-класу.",2015-06-04,1490,0.49
4469,"Постачальник №4469","Відомий постачальник зоотоварів широкого використання.",2021-08-21,1167,0.77
4470,"Постачальник №4470","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2010-06-05,474,0.25
4471,"Постачальник №4471","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2015-10-31,551,0.45
4472,"Постачальник №4472","Відомий постачальник зоотоварів широкого використання.",2011-04-14,387,1.16
4473,"Постачальник №4473","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2012-07-08,1880,0.06
4474,"Постачальник №4474","Постачальник товарів люкс-класу.",2022-11-20,1853,0.62
4475,"Постачальник №4475","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2022-08-29,1299,1.3
4476,"Постачальник №4476","Відомий постачальник зоотоварів широкого використання.",2016-06-03,1445,1.17
4477,"Постачальник №4477","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2013-08-08,1327,0.94
4478,"Постачальник №4478","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2020-09-29,1235,1.3
4479,"Постачальник №4479","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-09-09,822,0.4
4480,"Постачальник №4480","Відомий постачальник зоотоварів широкого використання.",2021-10-05,263,0.98
4481,"Постачальник №4481","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-10-17,220,0.33
4482,"Постачальник №4482","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2010-11-01,1040,0.65
4483,"Постачальник №4483","Відомий постачальник зоотоварів широкого використання.",2018-12-24,5,0.33
4484,"Постачальник №4484","Поставки товарів даного постачальника вирізняються якістю та стабільністю вже протягом десятків років.",2014-05-16,152,0.15
4485,"Постачальник №4485","Відомий постачальник зоотоварів широкого використання.",2010-02-05,1904,2.2
4486,"Постачальник №4486","Даний постачальник зарекомендував себе як надійний постачальник товарів для наших улюбленців.",2022-08-08,696,0.61
4487,"Постачальник №4487","Постачальник, який ставить для себе якість поставлених товарів як пріоритет.",2017-05-10,1139,1.38
